Metropolitan Statistical Area,Population,Fraction of population that yields herd immunity,Fraction of population with natural immunity,Fraction of population that has been vaccinated,Vaccine Countdown,Progress to Herd Immunity
"Cincinnati, OH-KY-IN MSA",2221208,0.969077208629738,0.604432426441571,0.453757144760869,1267188,79.0416770804796
"Kansas City, MO-KS MSA",2157990,0.928340392029147,0.386692628325432,0.224273050384849,1633630,54.9891091964333
"Columbus, OH MSA",2122271,0.961674366318331,0.655357142857143,0.4741609342068,1089554,83.4411035752851
"Indianapolis-Carmel-Anderson, IN MSA",2074537,0.926049190405979,0.632142857142857,0.4588165937749,889824,84.6654724629116
"Cleveland-Elyria, OH MSA",2048449,0.924471631901256,0.655357142857143,0.496886180715263,759412,87.5614308347391
"San Jose-Sunnyvale-Santa Clara, CA MSA",1990660,0.943368957789318,0.489285714285714,0.658948790853285,654839,83.9721100300677
"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",1934317,0.929713565244015,0.482142857142857,0.407633288649172,1069043,72.2942109745852
"Virginia Beach-Norfolk-Newport News, VA-NC MSA",1768901,0.9027410666251,0.0886929461125459,0.396927244656428,1053560,45.8872759387316
"Providence-Warwick, RI-MA MSA",1624578,0.944457399006253,0.16668160461187,0.540233833032332,807122,60.5479629894114
"Milwaukee-Waukesha, WI MSA",1575179,0.955818571720455,0.189285714285714,0.419839903909333,993496,51.8528218618517
"Jacksonville, FL MSA",1559514,0.944184804956511,0.498214285714286,0.403001191396807,911564,72.0423055696551
"Oklahoma City, OK MSA",1408950,0.964568167283934,0.251785714285714,0.403724759572731,922538,54.2886549022476
"Raleigh-Cary, NC MSA",1390785,0.881318248583066,0.496428571428571,0.516314886916382,463034,82.8792386042585
"Memphis, TN-MS-AR MSA",1346045,0.942804141478011,0.47912373047388,0.332681299659372,883574,67.3608565566107
"Richmond, VA MSA",1291900,0.895314652176447,0.0767857142857143,0.458136852697577,680810,51.0935849953997
"New Orleans-Metairie, LA MSA",1270530,0.959066959235434,0.2375,0.437210455479209,780428,56.047773296364
"Louisville/Jefferson County, KY-IN MSA",1265108,0.900136541595886,0.455751049091687,0.464033900663026,560698,75.8824894654603
"Salt Lake City, UT MSA",1232696,0.89372853795429,0.476785714285714,0.411425850331306,584304,75.0253773909306
"Hartford-East Hartford-Middletown, CT MSA",1204877,0.971417194613715,0.180357142857143,0.567772478020578,607971,61.6821214059415
"Buffalo-Niagara Falls, NY MSA",1127983,0.983031282116775,0.233928571428571,0.537602073790119,619148,61.5022138391091
"Birmingham-Hoover, AL MSA",1090435,0.971785214449967,0.185714285714286,0.333764048292654,805666,44.280942551491
"Grand Rapids-Kentwood, MI MSA",1077370,0.968614276228312,0.435714285714286,0.465769419976424,628690,69.4041610858194
"Rochester, NY MSA",1069644,0.947983276331016,0.233928571428571,0.55214632157989,517194,64.8338167973978
"Tucson, AZ MSA",1047279,0.926354998151087,0.457142857142857,0.409810566238796,576596,70.9624919437847
"Fresno, CA MSA",999101,0.895437057148947,0.489285714285714,0.400446000954858,482744,75.1976761426383
"Tulsa, OK MSA",998626,0.915413534113004,0.251785714285714,0.379850915157426,604816,55.4475751577914
"Urban Honolulu, HI MSA",974563,0.968137872781927,0.0482142857142857,0.513791309540789,545877,50.4402942115712
"Omaha-Council Bluffs, NE-IA MSA",949442,0.995100469117105,0.42213586657065,0.47179606547846,598049,67.0793059963753
"Worcester, MA-CT MSA",947404,0.925621118375462,0.0989460598194042,0.529552334590101,464077,57.0844533667925
"Bridgeport-Stamford-Norwalk, CT MSA",943332,0.946547763633619,0.180357142857143,0.570733315524121,441402,63.5334953844382
"Greenville-Anderson, SC MSA",920477,0.972808063429161,0.476785714285714,0.355057214900535,642777,66.198014271117
"Albuquerque, NM MSA",918018,0.873291079027682,0.578571428571429,0.518319902224139,237509,88.7633896109503
"Bakersfield, CA MSA",900202,0.949871715594015,0.489285714285714,0.336398941570892,599223,67.789057654645
"Albany-Schenectady-Troy, NY MSA",880381,0.943631206451382,0.233928571428571,0.595333156894572,382104,68.2882800826615
"Knoxville, TN MSA",869046,0.918073058906258,0.482142857142857,0.415503897377124,451753,73.6104110249698
"McAllen-Edinburg-Mission, TX MSA",868707,0.996342682559604,0.548214285714286,0.498637630409333,524247,75.3720503077169
"Baton Rouge, LA MSA",854884,0.985263761377481,0.2375,0.359006602065309,624605,49.1105325939148
"New Haven-Milford, CT MSA",854757,0.964539209720942,0.180357142857143,0.549168945091997,439236,60.6991711529206
"Oxnard-Thousand Oaks-Ventura, CA MSA",846006,0.894094084185295,0.489285714285714,0.533549407451011,293694,82.1533104116982
"El Paso, TX MSA",844124,0.902602623391612,0.548214285714286,0.539992939425961,279896,85.0628230053559
"Allentown-Bethlehem-Easton, PA-NJ MSA",844052,0.922180954763796,0.397185872857529,0.4970819333406,397205,72.3143413449526
"Columbia, SC MSA",838433,0.907641722816451,0.476785714285714,0.390619166945957,439639,72.7958481033022
"North Port-Sarasota-Bradenton, FL MSA",836995,0.880527284304223,0.498214285714286,0.497327941027127,292307,82.0884428125046
"Dayton-Kettering, OH MSA",807611,0.97801224737249,0.655357142857143,0.419778829164041,501079,80.322464520632
"Charleston-North Charleston, SC MSA",802122,0.924518052104026,0.476785714285714,0.408936545812233,434654,72.3999938357128
"Greensboro-High Point, NC MSA",771851,0.991323455606156,0.496428571428571,0.419355549192785,519156,69.2494960382574
"Cape Coral-Fort Myers, FL MSA",770577,0.901122187221319,0.498214285714286,0.452279266056475,338966,77.9546706088424
"Stockton, CA MSA",762148,0.931005483938506,0.489285714285714,0.395811574654791,430763,72.0959960956138
"Boise City, ID MSA",749202,0.927264533240426,0.266071428571429,0.409400935929162,443224,57.8578549035836
"Colorado Springs, CO MSA",745791,0.931422272989008,0.2,0.379019054936303,474954,50.7711414326162
"Little Rock-North Little Rock-Conway, AR MSA",742384,0.91773284366699,0.483928571428571,0.360880622427207,425467,70.9950326446823
"Lakeland-Winter Haven, FL MSA",724777,0.900197486055743,0.498214285714286,0.372689806657772,375020,74.0419379964487
"Akron, OH MSA",703479,0.933068119760834,0.655357142857143,0.479523909029267,292509,86.1775434072051
"Des Moines-West Des Moines, IA MSA",699292,0.988772833520025,0.330357142857143,0.492257883688073,419733,63.4150130056161
"Springfield, MA MSA",697382,0.944310919078558,0.0875,0.504724813660232,375594,53.1610132929855
"Ogden-Clearfield, UT MSA",683864,0.896650516258867,0.476785714285714,0.364009510662939,360825,72.2907287773001
"Poughkeepsie-Newburgh-Middletown, NY MSA",679158,0.980236784496065,0.233928571428571,0.477667935885317,410741,57.4619890378761
"Winston-Salem, NC MSA",676008,0.898975638198024,0.496428571428571,0.407660856084543,324852,75.7736101167351
"Deltona-Daytona Beach-Ormond Beach, FL MSA",668365,0.889503515992825,0.498214285714286,0.4374106962513,286747,78.2180247738449
"Madison, WI MSA",664865,0.887200704963944,0.189285714285714,0.53738277695472,278667,65.5300672992529
"Syracuse, NY MSA",648593,0.966216601127948,0.233928571428571,0.564484969773032,322758,64.4907981483823
"Provo-Orem, UT MSA",648252,0.906532451234548,0.476785714285714,0.318371559208456,385224,69.1320654413355
"Durham-Chapel Hill, NC MSA",644367,0.934307452769122,0.496428571428571,0.528417811588737,282069,78.7658356235247
"Toledo, OH MSA",641816,0.948515687228488,0.655357142857143,0.450904932254727,317201,83.838169605565
"Wichita, KS MSA",640218,0.919739896694874,0.233928571428571,0.345730672989513,415483,51.3512053383818
"Augusta-Richmond County, GA-SC MSA",608980,0.961171085462845,0.349084218107092,0.324926926992676,438407,56.1226075703972
"Palm Bay-Melbourne-Titusville, FL MSA",601942,0.946293964762017,0.498214285714286,0.456937711606766,322191,74.4557871394531
"Jackson, MS MSA",594806,0.938245285714711,0.466071428571429,0.363123438566524,368468,68.272680849009
"Harrisburg-Carlisle, PA MSA",577941,0.887303136518877,0.435714285714286,0.451757186287182,252819,74.9622504679521
"Spokane-Spokane Valley, WA MSA",568521,0.884045811041965,0.121428571428571,0.392564214866293,325139,48.8475482593586
"Chattanooga, TN-GA MSA",565194,0.920533547052555,0.429294969641271,0.358554761727832,337897,66.6419031837502
"Scranton–Wilkes-Barre, PA MSA",553885,0.922055756555213,0.435714285714286,0.497940908311292,254618,74.6806391940481
"Modesto, CA MSA",550660,0.883434174568672,0.489285714285714,0.376006973450042,265145,74.9478176108821
"Lansing-East Lansing, MI MSA",550391,0.909333370234727,0.435714285714286,0.462669266030876,258637,73.7555883465944
"Lancaster, PA MSA",545724,0.936709944037437,0.435714285714286,0.460476358012475,287058,71.4810916132437
"Portland-South Portland, ME MSA",538500,0.990727208685057,0.203571428571429,0.647673166202414,242595,67.406476351636
"Youngstown-Warren-Boardman, OH-PA MSA",536081,0.924250522714788,0.610523992642903,0.417589879141398,255937,81.8935006253846
"Fayetteville-Springdale-Rogers, AR MSA",534904,0.961139965864302,0.483928571428571,0.343641101954743,365770,66.9556582023257
"Fayetteville, NC MSA",526719,0.915448339253078,0.496428571428571,0.258076887296642,351045,67.0046224634104
"Lexington-Fayette, KY MSA",517056,0.881611858679821,0.408928571428571,0.515290413417502,193003,77.4768013171311
"Pensacola-Ferry Pass-Brent, FL MSA",502629,0.908411216156805,0.498214285714286,0.349892266462938,280675,72.2391050229116
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",496901,0.923688711681058,0.48243149253358,0.437497610187945,253315,74.2915844340336
"Santa Rosa-Petaluma, CA MSA",494336,0.869888535170226,0.489285714285714,0.596586127654065,114417,87.7701263625706
"Port St. Lucie, FL MSA",489297,0.963137560660065,0.498214285714286,0.430382773652812,293140,71.9085464784409
"Lafayette, LA MSA",489207,0.930646338504467,0.2375,0.30495884155378,344936,48.0072812336259
"Reno, NV MSA",475642,0.889313198446186,0.0214285714285714,0.472880864179362,243792,49.2404143689036
"Huntsville, AL MSA",471824,0.932498371516569,0.185714285714286,0.357868612024823,311940,48.040926174753
"Springfield, MO MSA",470300,0.913209875164673,0.494642857142857,0.31793961301297,283285,70.0001854467016
"Visalia, CA MSA",466195,0.876177058537837,0.489285714285714,0.342283808277652,232836,73.7994695906853
"Asheville, NC MSA",462680,0.977561508853095,0.496428571428571,0.476139016166681,270882,72.8569577557178
"Killeen-Temple, TX MSA",460303,0.914605053518821,0.548214285714286,0.258288562099313,295885,71.4227695844154
"York-Hanover, PA MSA",449058,0.896227533349416,0.435714285714286,0.425051997737486,216323,72.7025174528901
"Vallejo, CA MSA",447643,0.996601336737223,0.489285714285714,0.463389352676128,286639,70.4674270875999
"Santa Maria-Santa Barbara, CA MSA",446499,0.968472031899591,0.489285714285714,0.514193760792297,235897,74.9253648758489
"Salinas, CA MSA",434061,0.963047153561871,0.489285714285714,0.507071586712467,227294,75.0074951684893
"Salem, OR MSA",433903,0.904674338675733,0.0892857142857143,0.455714756523924,233915,51.1575314540928
"Mobile, AL MSA",429536,0.89424543873432,0.185714285714286,0.279157043879908,295371,43.6453463886795
"Corpus Christi, TX MSA",429024,0.996500981085822,0.548214285714286,0.414126016260163,295332,71.9117086254956
"Brownsville-Harlingen, TX MSA",423163,0.899596490811036,0.548214285714286,0.521754028589456,144903,84.5226952661564
"Reading, PA MSA",421164,0.892212882696142,0.435714285714286,0.42285190567095,200483,72.9044221390781
"Gulfport-Biloxi, MS MSA",417665,0.982442712754234,0.466071428571429,0.177637580357464,374620,56.1287312709127
"Manchester-Nashua, NH MSA",417025,0.901160225393764,0.266071428571429,0.500607877225586,192194,66.2191687467053
"Salisbury, MD-DE MSA",415726,0.987982311094078,0.41430775404267,0.480501580367838,252683,67.5711691756815
"Fort Wayne, IN MSA",413263,0.967659872566007,0.632142857142857,0.399919663749235,253541,79.0096658143659
"Flint, MI MSA",405813,0.98181834778757,0.435714285714286,0.392217597760545,277208,64.666218116818
"Peoria, IL MSA",400561,0.912923286908043,0.282142857142857,0.403184533691498,229581,59.4386048186638
"Canton-Massillon, OH MSA",397520,0.879774960691108,0.655357142857143,0.412248440330046,123734,89.0259225537753
"Anchorage, AK MSA",396317,0.939812555068008,0.507142857142857,0.398713655987505,228560,72.7805602757323
"Shreveport-Bossier City, LA MSA",394706,0.932821585371719,0.2375,0.305412129534388,279376,47.9286801360641
"Savannah, GA MSA",393353,0.977930625339777,0.2875,0.37706080797655,275204,54.1234960231523
"Beaumont-Port Arthur, TX MSA",392563,0.99723346583998,0.548214285714286,0.283592697223121,322183,66.5365859446399
"Tallahassee, FL MSA",387227,0.881380275325331,0.498214285714286,0.402149126997859,172820,77.1321667834407
"Naples-Marco Island, FL MSA",384902,0.922707275657745,0.498214285714286,0.528305906438522,158447,79.8520859337883
"Eugene-Springfield, OR MSA",382067,0.961782654559104,0.0892857142857143,0.533587041016366,202839,54.7562922477729
"Davenport-Moline-Rock Island, IA-IL MSA",379172,0.966643690896912,0.304133729924301,0.402271264755836,248578,57.5256466543734
"Montgomery, AL MSA",373290,0.957058317735964,0.185714285714286,0.275836481020118,289927,40.5265817038187
"Hickory-Lenoir-Morganton, NC MSA",369711,0.966322440021799,0.496428571428571,0.366085942803974,247972,68.5427475420703
"Ann Arbor, MI MSA",367601,0.917472057200792,0.435714285714286,0.547873917644403,147311,77.8177343464172
"Trenton-Princeton, NJ MSA",367430,0.954307464383002,0.126785714285714,0.547886672291321,185583,58.4052789447259
"Ocala, FL MSA",365579,0.951966691867163,0.498214285714286,0.408907513834219,217828,71.73358538316
"Fort Collins, CO MSA",356899,0.944147976938815,0.2,0.428224791887901,216036,53.8392140400922
"Huntington-Ashland, WV-KY-OH MSA",355873,0.901578481855642,0.494394218081812,0.356638463721609,191525,72.836791658013
"Lincoln, NE MSA",336374,0.981407567755147,0.435714285714286,0.513707956025139,188637,70.9801476381108
"Rockford, IL MSA",336116,0.939758286927888,0.282142857142857,0.416362208285235,202176,58.6472704225428
"Gainesville, FL MSA",329128,0.928493355781548,0.498214285714286,0.420407865632824,175217,74.1064517546512
"Boulder, CO MSA",326196,0.980035636536905,0.2,0.486787085065421,194608,56.170069814229
"Greeley, CO MSA",324492,0.983650871588485,0.2,0.32768142203814,246849,44.3176167946135
"South Bend-Mishawaka, IN-MI MSA",323613,0.923021480040739,0.600708871398862,0.435013426531073,149474,82.0171783215777
"Green Bay, WI MSA",322906,0.870835373895349,0.189285714285714,0.404356066471357,171054,55.6157046954232
"Lubbock, TX MSA",322257,0.915226625919028,0.548214285714286,0.343219852477991,180272,75.1475000644332
"Columbus, GA-AL MSA",321048,0.895835398670653,0.26912392606179,0.27374722782886,217995,50.1422131724955
"Spartanburg, SC MSA",319785,0.887883038847232,0.476785714285714,0.29912284816361,183523,69.5632757774142
"Evansville, IN-KY MSA",315086,0.948730963240374,0.684440109775018,0.482864995588506,141072,86.5973267563859
"Roanoke, VA MSA",313222,0.925844068751355,0.0767857142857143,0.439921206045552,182277,47.7740385258571
"Clarksville, TN-KY MSA",307820,0.89045027828308,0.461899161847833,0.341306607757781,167331,70.4352406501967
"Kingsport-Bristol, TN-VA MSA",307202,0.892324314036566,0.360657901222741,0.382539827214667,166333,65.0855665910416
"Kennewick-Richland, WA MSA",299612,0.938496330550904,0.121428571428571,0.35457191300749,203364,42.8124900734328
"Wilmington, NC MSA",297533,0.942339906275554,0.496428571428571,0.45811052891612,156436,74.7130417464895
"Olympia-Lacey-Tumwater, WA MSA",290536,0.878151094860287,0.121428571428571,0.472757248671421,140694,56.3962721821622
"Utica-Rome, NY MSA",289990,0.902461470146258,0.233928571428571,0.472050760371047,144297,61.9849966179745
"Duluth, MN-WI MSA",288732,0.956922787069799,0.233165932669148,0.50914342712273,155786,61.0866010440478
"Hagerstown-Martinsburg, MD-WV MSA",288104,0.982062687056234,0.480686209295453,0.369193069169467,202693,66.5171953819548
"Longview, TX MSA",286657,0.866762452168169,0.548214285714286,0.211112932877969,164059,73.1520280540452
"Crestview-Fort Walton Beach-Destin, FL MSA",284809,0.913651832277978,0.498214285714286,0.365423845454322,157923,72.5924560166582
"San Luis Obispo-Paso Robles, CA MSA",283111,0.964389926187838,0.489285714285714,0.490683866045473,153717,74.1219945395333
"Merced, CA MSA",277680,0.996502775528962,0.489285714285714,0.309773840391818,220403,63.3887895611954
"Laredo, TX MSA",276652,0.931980984753806,0.548214285714286,0.553175108078019,108075,82.9565461696425
"Waco, TX MSA",273920,0.995864784545856,0.548214285714286,0.312207943925234,216050,67.796379212156
"Santa Cruz-Watsonville, CA MSA",273213,0.902172381046571,0.489285714285714,0.557938311866566,92985,82.6602642386842
"Cedar Rapids, IA MSA",273032,0.947154926272649,0.330357142857143,0.510002490550558,140182,67.3305599324508
"Bremerton-Silverdale-Port Orchard, WA MSA",271473,0.883274781390649,0.121428571428571,0.446670571290699,140303,53.7338304178728
"Erie, PA MSA",269728,0.98159637216778,0.435714285714286,0.4532788587021,167662,67.8400216925882
"Sioux Falls, SD MSA",268232,0.887078023313129,0.610714285714286,0.463960303021265,87134,87.170020173862
"Norwich-New London, CT MSA",265206,0.955985325044341,0.180357142857143,0.545998205168812,134048,60.9976224082299
"Kalamazoo-Portage, MI MSA",265066,0.991946508907205,0.435714285714286,0.612126791063358,128061,75.264869847924
"Amarillo, TX MSA",265053,0.913918462840654,0.548214285714286,0.302762089091616,158142,73.4550773423137
"College Station-Bryan, TX MSA",264728,0.993615525849862,0.548214285714286,0.370856124021637,191810,70.3498502719068
"Atlantic City-Hammonton, NJ MSA",263670,0.950343501013882,0.126785714285714,0.506712936625327,142702,55.2440029569657
"Lynchburg, VA MSA",263566,0.873760247638484,0.0767857142857143,0.364777702738593,156664,43.4761026223025
"Charleston, WV MSA",257074,0.965143525659718,0.492857142857143,0.457222434007329,148466,72.6883107625536
"Tuscaloosa, AL MSA",252047,0.871581875478777,0.185714285714286,0.284530266180514,164172,45.2320470096007
"Yakima, WA MSA",250873,0.915653411945965,0.121428571428571,0.397790914127865,152192,47.6127237958184
"Fort Smith, AR-OK MSA",250368,0.930924571341597,0.495520814789202,0.309971721625767,162490,68.3468551356424
"Fargo, ND-MN MSA",246145,0.930423350983803,0.238587700919609,0.508582339677832,123318,63.1007878265336
"Binghamton, NY MSA",238691,0.909224148845146,0.233928571428571,0.50754322534155,112640,64.2153532216893
"Appleton, WI MSA",237974,0.975812679155774,0.189285714285714,0.390962878297629,163488,48.6311559565047
"Prescott Valley-Prescott, AZ MSA",235099,0.921622269819475,0.457142857142857,0.364671904176538,137772,68.9340037812557
"Lafayette-West Lafayette, IN MSA",233002,0.990203349225954,0.632142857142857,0.424846138659754,153007,78.0443002738878
"Tyler, TX MSA",232751,0.949583549168656,0.548214285714286,0.31720164467607,155924,71.314497893153
"Topeka, KS MSA",231969,0.96715676657549,0.233928571428571,0.437079954649113,145305,55.3456904464488
"Macon-Bibb County, GA MSA",229996,0.935925872971009,0.2875,0.328475277830919,157022,53.2237419965531
"Bellingham, WA MSA",229247,0.923400935979143,0.121428571428571,0.533524975245041,110202,58.8362400308914
"Champaign-Urbana, IL MSA",226033,0.956553182810817,0.282142857142857,0.493149230422107,124480,62.8038770594298
"Daphne-Fairhope-Foley, AL MSA",223234,0.895568980169813,0.185714285714286,0.294825161041777,150413,44.862988756218
"Hilton Head Island-Bluffton-Beaufort, SC MSA",222195,0.896035094612205,0.476785714285714,0.431791894507077,101885,75.9025441381428
"Rochester, MN MSA",221921,0.9302821190824,0.251785714285714,0.58536596356361,93698,69.4377500882373
"Medford, OR MSA",220944,0.857672370069656,0.0892857142857143,0.415992287638497,115217,50.1649390244648
"Burlington-South Burlington, VT MSA",220411,0.980736271801427,0.282142857142857,0.599316731016147,106234,68.2491606523086
"Chico, CA MSA",219186,0.997561628314821,0.489285714285714,0.382259815864152,158592,66.6614161316309
"Charlottesville, VA MSA",218615,0.98553024556506,0.0767857142857143,0.584699128605082,111275,57.0868368934486
"Las Cruces, NM MSA",218195,0.997688699464108,0.578571428571429,0.472041064185705,138113,75.9364981461883
"Yuma, AZ MSA",213787,0.976877082278564,0.457142857142857,0.423711451117234,136840,67.987690382513
"Athens-Clarke County, GA MSA",213750,0.969748146010336,0.2875,0.385450292397661,145027,55.1349339722585
"Barnstable Town, MA MSA",212990,0.945981062544432,0.0875,0.0436968871778018,213339,13.043185902992
"Lake Havasu City-Kingman, AZ MSA",212181,0.995532739156626,0.457142857142857,0.316969945471084,166562,61.4751571841161
"Lake Charles, LA MSA",210409,0.923914150434129,0.2375,0.264665484841428,154772,45.3642461018148
"Columbia, MO MSA",208173,0.995389039504689,0.494642857142857,0.490740874176766,127034,72.1167597898735
"Houma-Thibodaux, LA MSA",208075,0.897006999926271,0.2375,0.297051543914454,138158,49.2026954134773
"Springfield, IL MSA",206868,0.991901937122925,0.282142857142857,0.481558288377129,127642,59.8107419949074
"Elkhart-Goshen, IN MSA",206341,0.967629377697801,0.632142857142857,0.322097886508256,142631,76.3495075280477
"Florence, SC MSA",204911,0.924689642404909,0.476785714285714,0.366988595048582,119708,70.2503837566003
"Gainesville, GA MSA",204441,0.941861592752099,0.2875,0.335294779422914,140074,53.3526137143598
"Johnson City, TN MSA",203649,0.991385533983992,0.482142857142857,0.396707079337488,141724,67.2832787516597
"St. Cloud, MN MSA",201964,0.973160509737834,0.251785714285714,0.388697985779644,137852,52.7695232550986
"Monroe, LA MSA",200261,0.95615124540042,0.2375,0.267391054673651,156169,44.0303888422471
"Jacksonville, NC MSA",197938,0.854028581242044,0.496428571428571,0.209105881639705,114790,69.2246556145423
"Bend, OR MSA",197692,0.943376563576655,0.0892857142857143,0.535282156081177,100180,55.9719130684948
"Racine, WI MSA",196311,0.890768367549612,0.189285714285714,0.390726958754222,112031,53.2547928412448
"Saginaw, MI MSA",190539,0.963583822979677,0.435714285714286,0.425708122746524,116934,67.6550582395117
"Punta Gorda, FL MSA",188910,0.896742209381555,0.498214285714286,0.513376740246678,69725,81.4123480470371
"Terre Haute, IN MSA",186367,0.914237908656885,0.632142857142857,0.342158214705393,95031,81.5347579688449
"Warner Robins, GA MSA",185409,0.913695451622923,0.2875,0.336175698051335,118727,55.0591190403599
"Midland, TX MSA",182603,0.939682194075698,0.548214285714286,0.28581129554279,123615,70.7076503290338
"Billings, MT MSA",181667,0.88397296429772,0.260714285714286,0.375037843967259,102041,57.7221719043201
"El Centro, CA MSA",181215,0.994390216674311,0.489285714285714,0.530099605441051,103077,73.7077054068602
"Dover, DE MSA",180786,0.889451656503728,0.371428571428571,0.388182713263195,95368,66.4487016767298
"Greenville, NC MSA",180742,0.964338072581357,0.496428571428571,0.391419813878346,115857,69.8744187280874
"Redding, CA MSA",180080,0.861409997413164,0.489285714285714,0.310706352732119,89840,73.3796533458113
"Joplin, MO MSA",179564,0.940477275174801,0.494642857142857,0.261912187298122,128986,65.2611337382904
"Bowling Green, KY MSA",179240,0.862082925588982,0.408928571428571,0.330545637134568,93439,67.8318787932515
"Jackson, TN MSA",178644,0.896663223462628,0.482142857142857,0.230497525805513,117708,65.7516838931428
"Kingston, NY MSA",177573,0.911772629229388,0.233928571428571,0.584717271206771,70751,69.871613464027
"St. George, UT MSA",177556,0.852340155262625,0.476785714285714,0.277732095789497,92295,71.2823126589759
"Yuba City, CA MSA",175639,0.905765654394009,0.489285714285714,0.353224511640353,97106,71.943867033129
"Panama City, FL MSA",174705,0.92748613935182,0.498214285714286,0.328742737757935,108632,69.7236138429105
"Muskegon, MI MSA",173566,0.98992217608668,0.435714285714286,0.432884320661881,114273,66.2231532770391
"Iowa City, IA MSA",173105,0.987490871660641,0.330357142857143,0.560284220559776,91758,67.6490746060944
"Abilene, TX MSA",172060,0.996543137570994,0.548214285714286,0.309037545042427,136542,67.6208719456026
"Oshkosh-Neenah, WI MSA",171907,0.990228654599941,0.189285714285714,0.389559471109379,121738,47.8197634064962
"Bloomington, IL MSA",171517,0.996805798384684,0.282142857142857,0.862829923564428,41737,84.2283040322254
"East Stroudsburg, PA MSA",170271,0.897918302532263,0.435714285714286,0.410792207715935,85019,71.7590944316147
